Price,ID_Ber,Bed,Bath,m²,ID_Type,ID_Location_Number,Type,Region,Location_,Ber,Region_ID
625000,14,2,2,85,3,8,Apartment,South,Dublin 4,ber/C1,2
555000,9,2,2,70,3,3,Apartment,South,Dublin 2,ber/B1,2
750000,6,2,2,103,3,3,Apartment,South,Dublin 2,ber/A2,2
345000,14,2,1,64,3,14,Apartment,South,Dublin 18,ber/C1,2
675000,11,4,2,142,1,60,Semi-D,South,Dublin 6W,ber/E1,2
230000,10,2,2,58,3,41,Apartment,South,Dublin 24,ber/D1,2
520000,4,2,2,81,3,7,Apartment,South,Dublin 14,ber/C3,2
425000,4,3,2,94,1,86,Semi-D,Co. Dublin,Co.Dublin - Kinsealy,ber/C3,3
525000,10,3,2,124,1,41,Semi-D,South,Dublin 24,ber/D1,2
550000,10,3,1,77,1,21,Semi-D,South,Dublin 6,ber/D1,2
1150000,4,3,2,150,1,7,Semi-D,South,Dublin 14,ber/C3,2
225000,4,1,1,30,3,10,Apartment,South,Dublin 8,ber/C3,2
975000,2,4,2,140,1,7,Semi-D,South,Dublin 14,ber/B3,2
375000,7,3,3,102,6,29,Terrace,Co. Dublin,Co. Dublin - Lucan,ber/C2,3
1295000,17,4,2,138,1,72,Semi-D,Co. Dublin,Co Dublin - Dalkey,ber/BER_PENDING,3
1650000,14,5,4,205,2,74,Detached,Co. Dublin,Co.Dublin - Malahide,ber/C1,3
365000,9,2,2,91,3,14,Apartment,South,Dublin 18,ber/B1,2
250000,14,2,2,65,3,26,Apartment,North,Dublin 9,ber/C1,1
285000,7,2,2,78,3,29,Apartment,Co. Dublin,Co. Dublin - Lucan,ber/C2,3
265000,7,2,2,62,3,29,Apartment,Co. Dublin,Co. Dublin - Lucan,ber/C2,3
699000,11,3,2,109,1,7,Semi-D,South,Dublin 14,ber/E1,2
895000,3,3,4,137,6,3,Terrace,South,Dublin 2,ber/B2,2
495000,14,2,2,68,3,3,Apartment,South,Dublin 2,ber/C1,2
575000,13,3,1,86,6,58,Terrace,Co. Dublin,Co Dublin - Malahide,ber/F,3
420000,14,3,3,108,1,73,Semi-D,Co. Dublin,Co. Dublin - Naul,ber/C1,3
220000,7,2,2,74,3,45,Apartment,South,Dublin 22,ber/C2,2
335000,4,3,3,92,5,45,End of Terrace,South,Dublin 22,ber/C3,2
475000,11,2,1,74,3,8,Apartment,South,Dublin 4,ber/E1,2
425000,2,3,1,83,1,37,Semi-D,South,Dublin 20,ber/B3,2
250000,4,2,1,63,3,10,Apartment,South,Dublin 8,ber/C3,2
295000,10,3,1,84,5,20,End of Terrace,Co. Dublin,Co. Dublin - Swords,ber/D1,3
395000,3,3,2,110,7,27,Duplex,North,Dublin 13,ber/B2,1
475000,1,2,1,70,6,16,Terrace,Co. Dublin,Co. Dublin - Booterstown,ber/D2,3
2375000,1,5,3,274,1,8,Semi-D,South,Dublin 4,ber/D2,2
675000,14,3,2,97,1,21,Semi-D,South,Dublin 6,ber/C1,2
450000,7,3,1,90,6,13,Terrace,South,Dublin 12,ber/C2,2
800000,12,4,4,135,5,5,End of Terrace,South,Dublin 16,ber/A3,2
650000,11,3,1,94,1,21,Semi-D,South,Dublin 6,ber/E1,2
850000,7,4,3,160,5,7,End of Terrace,South,Dublin 14,ber/C2,2
760000,12,4,4,144,5,5,End of Terrace,South,Dublin 16,ber/A3,2
450000,14,2,1,74,3,3,Apartment,South,Dublin 2,ber/C1,2
590000,12,3,3,102,6,5,Terrace,South,Dublin 16,ber/A3,2
650000,15,3,2,91,5,10,End of Terrace,South,Dublin 8,ber/E2,2
575000,2,4,1,143,1,5,Semi-D,South,Dublin 16,ber/B3,2
515000,2,3,3,142,6,30,Terrace,North,Dublin 7,ber/B3,1
1500000,4,4,1,170,6,24,Terrace,Co. Dublin,Co. Dublin - Dalkey,ber/C3,3
249000,11,1,1,44,3,12,Apartment,North,Dublin 3,ber/E1,1
395000,7,3,3,100,1,9,Semi-D,North,Dublin 15,ber/C2,1
325000,10,2,2,67,3,9,Apartment,North,Dublin 15,ber/D1,1
650000,1,2,3,75,3,8,Apartment,South,Dublin 4,ber/D2,2
1800000,6,5,4,312,2,27,Detached,North,Dublin 13,ber/A2,1
795000,10,4,2,143,1,1,Semi-D,Co. Dublin,Co. Dublin - Stillorgan,ber/D1,3
1300000,1,3,2,125,1,8,Semi-D,South,Dublin 4,ber/D2,2
795000,8,4,2,112,4,7,Bungalow,South,Dublin 14,ber/G,2
260000,13,1,1,30,6,10,Terrace,South,Dublin 8,ber/F,2
525000,1,2,1,68,5,21,End of Terrace,South,Dublin 6,ber/D2,2
450000,2,1,1,51,3,3,Apartment,South,Dublin 2,ber/B3,2
1275000,2,4,3,151,1,7,Semi-D,South,Dublin 14,ber/B3,2
325000,4,1,1,47,3,7,Apartment,South,Dublin 14,ber/C3,2
365000,2,2,1,58,3,30,Apartment,North,Dublin 7,ber/B3,1
550000,7,3,1,82,6,21,Terrace,South,Dublin 6,ber/C2,2
695000,10,4,2,111,1,5,Semi-D,South,Dublin 16,ber/D1,2
850000,13,4,1,122,1,12,Semi-D,North,Dublin 3,ber/F,1
1350000,3,4,3,187,1,83,Semi-D,Co. Dublin,Co Dublin - Glenageary,ber/B2,3
345000,1,1,1,48,3,59,Apartment,Co. Dublin,Co Dublin - Blackrock,ber/D2,3
295000,10,2,2,88,3,9,Apartment,North,Dublin 15,ber/D1,1
600000,1,3,2,102,1,30,Semi-D,North,Dublin 7,ber/D2,1
425000,7,2,1,57,3,21,Apartment,South,Dublin 6,ber/C2,2
895000,8,4,3,211,2,27,Detached,North,Dublin 13,ber/G,1
825000,10,4,3,185,2,52,Detached,Co. Dublin,Co. Dublin - Portmarnock,ber/D1,3
225000,7,1,1,40,3,30,Apartment,North,Dublin 7,ber/C2,1
895000,3,4,2,172,1,7,Semi-D,South,Dublin 14,ber/B2,2
245000,14,2,2,67,3,41,Apartment,South,Dublin 24,ber/C1,2
495000,2,2,1,72,3,53,Apartment,North,Dublin 1,ber/B3,1
795000,1,4,2,127,1,7,Semi-D,South,Dublin 14,ber/D2,2
895000,6,5,4,206,1,14,Semi-D,South,Dublin 18,ber/A2,2
1650000,11,4,2,143,2,36,Detached,Co. Dublin,Co. Dublin - Skerries,ber/E1,3
1095000,11,3,2,167,1,8,Semi-D,South,Dublin 4,ber/E1,2
750000,8,4,2,122,2,38,Detached,South,Dublin 6w,ber/G,2
475000,1,3,3,103,1,20,Semi-D,Co. Dublin,Co. Dublin - Swords,ber/D2,3
375000,7,2,2,81,6,20,Terrace,Co. Dublin,Co. Dublin - Swords,ber/C2,3
470000,7,4,3,124,1,20,Semi-D,Co. Dublin,Co. Dublin - Swords,ber/C2,3
895000,4,3,2,125,1,12,Semi-D,North,Dublin 3,ber/C3,1
485000,7,3,3,105,1,20,Semi-D,Co. Dublin,Co. Dublin - Swords,ber/C2,3
675000,2,4,3,171,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/B3,3
650000,15,3,1,103,6,26,Terrace,North,Dublin 9,ber/E2,1
725000,7,4,3,117,1,12,Semi-D,North,Dublin 3,ber/C2,1
325000,1,2,1,91,5,49,End of Terrace,South,Dublin 10,ber/D2,2
725000,6,3,3,148,5,14,End of Terrace,South,Dublin 18,ber/A2,2
550000,15,3,2,73,6,7,Terrace,South,Dublin 14,ber/E2,2
299000,7,2,1,68,3,27,Apartment,North,Dublin 13,ber/C2,1
750000,13,3,1,108,6,23,Terrace,Co. Dublin,Co. Dublin - Glenageary,ber/F,3
325000,7,2,1,68,3,9,Apartment,North,Dublin 15,ber/C2,1
250000,2,2,2,62,3,26,Apartment,North,Dublin 9,ber/B3,1
480000,13,3,2,122,1,45,Semi-D,South,Dublin 22,ber/F,2
195000,7,1,1,52,3,27,Apartment,North,Dublin 13,ber/C2,1
835000,1,5,2,160,1,15,Semi-D,North,Dublin 5,ber/D2,1
650000,4,2,2,83,3,8,Apartment,South,Dublin 4,ber/C3,2
345000,1,2,1,70,6,13,Terrace,South,Dublin 12,ber/D2,2
595000,11,3,2,96,7,10,Duplex,South,Dublin 8,ber/E1,2
239000,7,2,2,65,3,28,Apartment,North,Dublin 11,ber/C2,1
850000,15,3,2,143,6,21,Terrace,South,Dublin 6,ber/E2,2
375000,2,2,1,67,3,14,Apartment,South,Dublin 18,ber/B3,2
650000,1,2,2,125,2,5,Detached,South,Dublin 16,ber/D2,2
475000,4,4,3,115,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/C3,3
675000,4,3,2,126,1,12,Semi-D,North,Dublin 3,ber/C3,1
845000,15,3,1,118,1,6,Semi-D,Co. Dublin,Co. Dublin - Monkstown,ber/E2,3
350000,4,3,2,91,1,9,Semi-D,North,Dublin 15,ber/C3,1
450000,8,3,1,100,6,26,Terrace,North,Dublin 9,ber/G,1
495000,1,3,1,101,1,26,Semi-D,North,Dublin 9,ber/D2,1
360000,10,2,1,46,3,3,Apartment,South,Dublin 2,ber/D1,2
395000,6,3,3,100,6,28,Terrace,North,Dublin 11,ber/A2,1
475000,2,3,3,95,7,5,Duplex,South,Dublin 16,ber/B3,2
895000,6,4,4,166,1,23,Semi-D,Co. Dublin,Co. Dublin - Glenageary,ber/A2,3
320000,1,1,1,44,3,8,Apartment,South,Dublin 4,ber/D2,2
440000,3,4,3,149,6,27,Terrace,North,Dublin 13,ber/B2,1
395000,14,2,2,74,3,3,Apartment,South,Dublin 2,ber/C1,2
290000,11,2,1,62,6,49,Terrace,South,Dublin 10,ber/E1,2
424950,10,3,3,98,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/D1,3
385000,4,3,2,96,6,37,Terrace,South,Dublin 20,ber/C3,2
370000,8,4,2,95,6,41,Terrace,South,Dublin 24,ber/G,2
510000,10,2,1,58,6,6,Terrace,Co. Dublin,Co. Dublin - Monkstown,ber/D1,3
520000,2,2,1,82,6,15,Terrace,North,Dublin 5,ber/B3,1
695000,15,3,2,105,1,7,Semi-D,South,Dublin 14,ber/E2,2
825000,11,3,1,139,4,1,Bungalow,Co. Dublin,Co. Dublin - Stillorgan,ber/E1,3
1150000,1,4,2,192,2,22,Detached,Co. Dublin,Co. Dublin - Malahide,ber/D2,3
525000,1,4,2,117,6,30,Terrace,North,Dublin 7,ber/D2,1
1050000,14,2,2,119,6,59,Terrace,Co. Dublin,Co Dublin - Blackrock,ber/C1,3
1275000,10,5,3,186,2,7,Detached,South,Dublin 14,ber/D1,2
670000,4,4,3,117,2,27,Detached,North,Dublin 13,ber/C3,1
695000,13,3,2,140,1,23,Semi-D,Co. Dublin,Co. Dublin - Glenageary,ber/F,3
725000,14,3,2,109,3,7,Apartment,South,Dublin 14,ber/C1,2
395000,1,2,1,59,3,87,Apartment,Co. Dublin,Co Dublin - Howth,ber/D2,3
650000,1,3,2,152,1,30,Semi-D,North,Dublin 7,ber/D2,1
560000,12,4,3,138,4,29,Bungalow,Co. Dublin,Co. Dublin - Lucan,ber/A3,3
300000,7,3,1,82,5,41,End of Terrace,South,Dublin 24,ber/C2,2
475000,1,3,2,103,6,26,Terrace,North,Dublin 9,ber/D2,1
899000,11,5,2,141,1,7,Semi-D,South,Dublin 14,ber/E1,2
385000,3,3,3,99,6,27,Terrace,North,Dublin 13,ber/B2,1
550000,14,2,1,94,6,15,Terrace,North,Dublin 5,ber/C1,1
520000,10,3,2,106,1,9,Semi-D,North,Dublin 15,ber/D1,1
1000000,5,6,5,155,6,21,Terrace,South,Dublin 6,ber/SI_666,2
245000,7,2,1,62,3,35,Apartment,Co. Dublin,Co. Dublin - Balbriggan,ber/C2,3
725000,13,4,2,142,1,21,Semi-D,South,Dublin 6,ber/F,2
485000,14,3,2,124,1,41,Semi-D,South,Dublin 24,ber/C1,2
895000,4,4,2,138,2,12,Detached,North,Dublin 3,ber/C3,1
645000,4,2,1,82,4,8,Bungalow,South,Dublin 4,ber/C3,2
625000,10,4,2,166,1,13,Semi-D,South,Dublin 12,ber/D1,2
375000,10,3,2,94,1,9,Semi-D,North,Dublin 15,ber/D1,1
795000,10,4,2,150,1,4,Semi-D,Co. Dublin,Co. Dublin - Blackrock,ber/D1,3
1000000,13,4,2,145,1,24,Semi-D,Co. Dublin,Co. Dublin - Dalkey,ber/F,3
625000,6,2,2,78,3,1,Apartment,Co. Dublin,Co. Dublin - Stillorgan,ber/A2,3
605000,6,2,2,75,3,1,Apartment,Co. Dublin,Co. Dublin - Stillorgan,ber/A2,3
320000,14,3,2,78,6,45,Terrace,South,Dublin 22,ber/C1,2
315000,14,3,1,97,6,45,Terrace,South,Dublin 22,ber/C1,2
615000,6,2,2,77,3,1,Apartment,Co. Dublin,Co. Dublin - Stillorgan,ber/A2,3
425000,14,2,1,73,3,21,Apartment,South,Dublin 6,ber/C1,2
275000,7,2,1,68,3,10,Apartment,South,Dublin 8,ber/C2,2
295000,8,2,1,58,5,30,End of Terrace,North,Dublin 7,ber/G,1
475000,6,3,3,94,2,15,Detached,North,Dublin 5,ber/A2,1
1495000,8,5,3,205,2,88,Detached,Co. Dublin,Co.Dublin - Dalkey,ber/G,3
495000,7,3,1,93,6,26,Terrace,North,Dublin 9,ber/C2,1
995000,5,2,3,172,5,21,End of Terrace,South,Dublin 6,ber/SI_666,2
1050000,1,4,3,156,2,38,Detached,South,Dublin 6w,ber/D2,2
210000,1,1,1,37,3,41,Apartment,South,Dublin 24,ber/D2,2
1050000,4,5,3,175,2,7,Detached,South,Dublin 14,ber/C3,2
1295000,14,4,3,177,2,11,Detached,Co. Dublin,Co. Dublin - Killiney,ber/C1,3
425000,1,2,2,87,5,26,End of Terrace,North,Dublin 9,ber/D2,1
425000,7,2,1,64,5,5,End of Terrace,South,Dublin 16,ber/C2,2
1195000,1,4,2,136,1,7,Semi-D,South,Dublin 14,ber/D2,2
430000,11,3,1,90,6,13,Terrace,South,Dublin 12,ber/E1,2
295000,4,2,2,101,7,41,Duplex,South,Dublin 24,ber/C3,2
1250000,7,3,3,155,3,8,Apartment,South,Dublin 4,ber/C2,2
265000,1,1,1,37,8,30,Townhouse,North,Dublin 7,ber/D2,1
325000,2,2,2,90,3,89,Apartment,Co. Dublin,Co.Dublin - Adamstown,ber/B3,3
2950000,2,5,8,498,2,11,Detached,Co. Dublin,Co. Dublin - Killiney,ber/B3,3
2395000,9,5,7,515,2,7,Detached,South,Dublin 14,ber/B1,2
950000,14,5,3,185,2,23,Detached,Co. Dublin,Co. Dublin - Glenageary,ber/C1,3
350000,14,2,1,49,3,8,Apartment,South,Dublin 4,ber/C1,2
1500000,3,5,5,310,9,9,House,North,Dublin 15,ber/B2,1
1625000,2,5,4,193,2,22,Detached,Co. Dublin,Co. Dublin - Malahide,ber/B3,3
375000,14,3,3,110,6,45,Terrace,South,Dublin 22,ber/C1,2
375000,1,2,1,62,6,26,Terrace,North,Dublin 9,ber/D2,1
335000,2,3,1,84,6,45,Terrace,South,Dublin 22,ber/B3,2
1100000,7,4,2,148,1,21,Semi-D,South,Dublin 6,ber/C2,2
470000,4,4,2,120,1,41,Semi-D,South,Dublin 24,ber/C3,2
600000,14,3,3,98,1,22,Semi-D,Co. Dublin,Co. Dublin - Malahide,ber/C1,3
695000,11,4,2,115,5,21,End of Terrace,South,Dublin 6,ber/E1,2
675000,7,3,2,77,5,68,End of Terrace,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/C2,3
495000,11,3,1,97,1,30,Semi-D,North,Dublin 7,ber/E1,1
1250000,11,4,2,154,1,4,Semi-D,Co. Dublin,Co. Dublin - Blackrock,ber/E1,3
775000,13,4,2,165,2,5,Detached,South,Dublin 16,ber/F,2
875000,2,3,4,112,1,8,Semi-D,South,Dublin 4,ber/B3,2
550000,12,4,3,140,5,27,End of Terrace,North,Dublin 13,ber/A3,1
395000,4,2,2,79,3,5,Apartment,South,Dublin 16,ber/C3,2
325000,15,2,1,79,5,13,End of Terrace,South,Dublin 12,ber/E2,2
850000,13,3,2,136,5,8,End of Terrace,South,Dublin 4,ber/F,2
550000,7,2,2,75,3,8,Apartment,South,Dublin 4,ber/C2,2
595000,14,2,2,103,3,77,Apartment,Co. Dublin,Malahide,ber/C1,3
525000,10,2,1,84,5,10,End of Terrace,South,Dublin 8,ber/D1,2
375000,1,2,1,52,3,21,Apartment,South,Dublin 6,ber/D2,2
595000,13,3,1,85,1,7,Semi-D,South,Dublin 14,ber/F,2
375000,1,4,1,95,1,41,Semi-D,South,Dublin 24,ber/D2,2
750000,15,5,2,158,1,5,Semi-D,South,Dublin 16,ber/E2,2
550000,15,3,1,139,1,26,Semi-D,North,Dublin 9,ber/E2,1
350000,7,2,1,51,3,3,Apartment,South,Dublin 2,ber/C2,2
325000,1,3,1,70,2,28,Detached,North,Dublin 11,ber/D2,1
895000,1,5,2,124,1,24,Semi-D,Co. Dublin,Co. Dublin - Dalkey,ber/D2,3
450000,14,2,2,83,3,1,Apartment,Co. Dublin,Co. Dublin - Stillorgan,ber/C1,3
425000,15,2,1,76,3,27,Apartment,North,Dublin 13,ber/E2,1
820000,6,4,3,185,1,9,Semi-D,North,Dublin 15,ber/A2,1
289000,14,2,1,90,6,45,Terrace,South,Dublin 22,ber/C1,2
775000,13,4,3,148,2,5,Detached,South,Dublin 16,ber/F,2
325000,2,1,1,50,3,14,Apartment,South,Dublin 18,ber/B3,2
695000,7,3,2,99,1,7,Semi-D,South,Dublin 14,ber/C2,2
1695000,7,4,3,205,2,16,Detached,Co. Dublin,Co. Dublin - Booterstown,ber/C2,3
665000,4,2,2,68,5,8,End of Terrace,South,Dublin 4,ber/C3,2
325000,10,2,2,93,3,5,Apartment,South,Dublin 16,ber/D1,2
550000,4,3,3,117,1,9,Semi-D,North,Dublin 15,ber/C3,1
1250000,4,4,2,186,6,21,Terrace,South,Dublin 6,ber/C3,2
275000,10,2,1,58,3,9,Apartment,North,Dublin 15,ber/D1,1
445000,4,2,2,63,3,68,Apartment,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/C3,3
395000,1,2,1,64,3,30,Apartment,North,Dublin 7,ber/D2,1
795000,13,3,1,104,4,90,Bungalow,Co. Dublin,Skerries,ber/F,3
475000,7,2,2,65,3,3,Apartment,South,Dublin 2,ber/C2,2
295000,2,1,1,45,3,53,Apartment,North,Dublin 1,ber/B3,1
295000,4,2,1,60,3,26,Apartment,North,Dublin 9,ber/C3,1
585000,3,2,2,89,3,3,Apartment,South,Dublin 2,ber/B2,2
725000,4,3,2,107,6,4,Terrace,Co. Dublin,Co. Dublin - Blackrock,ber/C3,3
395000,11,5,3,102,5,46,End of Terrace,North,Dublin 17,ber/E1,1
280000,2,2,2,91,3,27,Apartment,North,Dublin 13,ber/B3,1
295000,4,1,1,46,3,14,Apartment,South,Dublin 18,ber/C3,2
390000,9,3,3,140,1,45,Semi-D,South,Dublin 22,ber/B1,2
520000,14,2,1,64,3,36,Apartment,Co. Dublin,Co. Dublin - Skerries,ber/C1,3
475000,14,2,2,75,3,8,Apartment,South,Dublin 4,ber/C1,2
695000,2,2,2,97,3,9,Apartment,North,Dublin 15,ber/B3,1
395000,1,2,1,51,6,21,Terrace,South,Dublin 6,ber/D2,2
425000,7,2,2,70,3,53,Apartment,North,Dublin 1,ber/C2,1
945000,1,4,1,143,2,14,Detached,South,Dublin 18,ber/D2,2
550000,2,4,3,154,6,9,Terrace,North,Dublin 15,ber/B3,1
195000,7,2,1,62,3,41,Apartment,South,Dublin 24,ber/C2,2
645000,14,3,2,127,1,14,Semi-D,South,Dublin 18,ber/C1,2
375000,7,2,2,64,3,10,Apartment,South,Dublin 8,ber/C2,2
535000,14,3,2,110,7,3,Duplex,South,Dublin 2,ber/C1,2
330000,4,3,2,87,1,9,Semi-D,North,Dublin 15,ber/C3,1
1100000,7,3,3,190,2,21,Detached,South,Dublin 6,ber/C2,2
235000,14,1,1,55,3,27,Apartment,North,Dublin 13,ber/C1,1
720000,15,3,1,86,5,8,End of Terrace,South,Dublin 4,ber/E2,2
295000,4,2,2,67,3,53,Apartment,North,Dublin 1,ber/C3,1
219000,7,2,1,57,3,41,Apartment,South,Dublin 24,ber/C2,2
545000,1,3,2,125,1,41,Semi-D,South,Dublin 24,ber/D2,2
340000,2,2,2,94,7,9,Duplex,North,Dublin 15,ber/B3,1
395000,4,3,3,93,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/C3,3
885000,11,4,2,176,6,30,Terrace,North,Dublin 7,ber/E1,1
695000,7,4,3,134,4,41,Bungalow,South,Dublin 24,ber/C2,2
400000,10,3,2,65,5,12,End of Terrace,North,Dublin 3,ber/D1,1
550000,11,3,2,91,5,27,End of Terrace,North,Dublin 13,ber/E1,1
825000,10,4,3,127,2,4,Detached,Co. Dublin,Co. Dublin - Blackrock,ber/D1,3
995000,1,4,3,145,2,83,Detached,Co. Dublin,Co Dublin - Glenageary,ber/D2,3
700000,7,2,1,65,6,10,Terrace,South,Dublin 8,ber/C2,2
725000,4,3,2,110,1,5,Semi-D,South,Dublin 16,ber/C3,2
440000,7,2,1,53,3,8,Apartment,South,Dublin 4,ber/C2,2
385000,14,3,3,88,6,9,Terrace,North,Dublin 15,ber/C1,1
425000,11,3,1,86,6,5,Terrace,South,Dublin 16,ber/E1,2
650000,13,4,2,138,1,10,Semi-D,South,Dublin 8,ber/F,2
285000,14,2,1,81,3,9,Apartment,North,Dublin 15,ber/C1,1
250000,2,3,2,90,6,28,Terrace,North,Dublin 11,ber/B3,1
595000,15,2,1,74,6,8,Terrace,South,Dublin 4,ber/E2,2
385000,15,2,2,60,3,8,Apartment,South,Dublin 4,ber/E2,2
300000,10,3,1,93,6,41,Terrace,South,Dublin 24,ber/D1,2
395000,4,2,1,77,1,13,Semi-D,South,Dublin 12,ber/C3,2
240000,10,1,1,49,3,14,Apartment,South,Dublin 18,ber/D1,2
1495000,1,5,4,266,2,4,Detached,Co. Dublin,Co. Dublin - Blackrock,ber/D2,3
475000,14,2,3,93,6,60,Terrace,South,Dublin 6W,ber/C1,2
245000,10,1,1,44,3,53,Apartment,North,Dublin 1,ber/D1,1
390000,4,3,1,89,1,41,Semi-D,South,Dublin 24,ber/C3,2
395000,10,2,1,56,5,10,End of Terrace,South,Dublin 8,ber/D1,2
445000,10,3,2,86,1,20,Semi-D,Co. Dublin,Co. Dublin - Swords,ber/D1,3
310000,4,1,1,47,3,10,Apartment,South,Dublin 8,ber/C3,2
619950,10,3,1,113,6,21,Terrace,South,Dublin 6,ber/D1,2
225000,2,2,1,60,3,49,Apartment,South,Dublin 10,ber/B3,2
235000,10,1,1,38,3,53,Apartment,North,Dublin 1,ber/D1,1
285000,1,2,1,60,3,30,Apartment,North,Dublin 7,ber/D2,1
250000,1,2,1,87,3,41,Apartment,South,Dublin 24,ber/D2,2
440000,7,3,2,115,6,27,Terrace,North,Dublin 13,ber/C2,1
425000,7,2,1,63,3,65,Apartment,Co. Dublin,Co Dublin - Monkstown,ber/C2,3
395000,13,3,1,95,1,45,Semi-D,South,Dublin 22,ber/F,2
245000,10,1,1,40,3,41,Apartment,South,Dublin 24,ber/D1,2
1295000,7,4,3,167,1,2,Semi-D,Co. Dublin,Co. Dublin - Mount Merrion,ber/C2,3
725000,14,2,2,113,3,27,Apartment,North,Dublin 13,ber/C1,1
1300000,11,5,1,206,1,2,Semi-D,Co. Dublin,Co. Dublin - Mount Merrion,ber/E1,3
1095000,13,4,1,140,2,4,Detached,Co. Dublin,Co. Dublin - Blackrock,ber/F,3
2300000,5,6,3,280,1,6,Semi-D,Co. Dublin,Co. Dublin - Monkstown,ber/SI_666,3
825000,3,2,1,90,6,21,Terrace,South,Dublin 6,ber/B2,2
625000,7,4,3,126,1,9,Semi-D,North,Dublin 15,ber/C2,1
1395000,10,4,1,119,1,2,Semi-D,Co. Dublin,Co. Dublin - Mount Merrion,ber/D1,3
825000,7,3,3,128,5,18,End of Terrace,Co. Dublin,Co. Dublin - Howth,ber/C2,3
525000,10,3,2,79,1,5,Semi-D,South,Dublin 16,ber/D1,2
295000,15,2,1,60,6,37,Terrace,South,Dublin 20,ber/E2,2
895000,3,3,2,106,3,3,Apartment,South,Dublin 2,ber/B2,2
675000,7,4,3,110,1,5,Semi-D,South,Dublin 16,ber/C2,2
595000,7,3,3,141,8,15,Townhouse,North,Dublin 5,ber/C2,1
2750000,5,4,2,322,1,3,Semi-D,South,Dublin 2,ber/SI_666,2
850000,13,5,3,195,2,5,Detached,South,Dublin 16,ber/F,2
425000,3,3,3,125,5,9,End of Terrace,North,Dublin 15,ber/B2,1
420000,2,2,2,71,3,53,Apartment,North,Dublin 1,ber/B3,1
215000,4,1,1,42,3,26,Apartment,North,Dublin 9,ber/C3,1
350000,4,3,3,115,7,9,Duplex,North,Dublin 15,ber/C3,1
375000,10,2,1,71,3,3,Apartment,South,Dublin 2,ber/D1,2
260000,14,2,1,64,3,9,Apartment,North,Dublin 15,ber/C1,1
730000,11,3,2,94,6,15,Terrace,North,Dublin 5,ber/E1,1
215000,1,1,1,35,3,20,Apartment,Co. Dublin,Co. Dublin - Swords,ber/D2,3
475000,14,3,1,68,5,12,End of Terrace,North,Dublin 3,ber/C1,1
450000,14,3,1,108,5,37,End of Terrace,South,Dublin 20,ber/C1,2
425000,13,2,2,68,5,12,End of Terrace,North,Dublin 3,ber/F,1
450000,1,3,2,86,6,12,Terrace,North,Dublin 3,ber/D2,1
795000,1,4,2,152,2,7,Detached,South,Dublin 14,ber/D2,2
410000,9,3,3,119,7,36,Duplex,Co. Dublin,Co. Dublin - Skerries,ber/B1,3
610000,15,3,3,120,1,5,Semi-D,South,Dublin 16,ber/E2,2
290000,7,3,2,82,1,35,Semi-D,Co. Dublin,Co. Dublin - Balbriggan,ber/C2,3
275000,11,3,1,85,1,41,Semi-D,South,Dublin 24,ber/E1,2
670000,4,3,3,98,2,22,Detached,Co. Dublin,Co. Dublin - Malahide,ber/C3,3
300000,14,2,1,56,3,26,Apartment,North,Dublin 9,ber/C1,1
1250000,11,4,1,125,1,8,Semi-D,South,Dublin 4,ber/E1,2
995000,12,3,3,159,7,3,Duplex,South,Dublin 2,ber/A3,2
550000,10,2,2,99,5,87,End of Terrace,Co. Dublin,Co Dublin - Howth,ber/D1,3
280000,15,2,2,93,5,49,End of Terrace,South,Dublin 10,ber/E2,2
1200000,4,6,4,270,2,30,Detached,North,Dublin 7,ber/C3,1
325000,1,3,1,79,1,41,Semi-D,South,Dublin 24,ber/D2,2
395000,1,3,1,93,1,13,Semi-D,South,Dublin 12,ber/D2,2
395000,15,3,1,149,5,37,End of Terrace,South,Dublin 20,ber/E2,2
350000,12,2,1,70,3,27,Apartment,North,Dublin 13,ber/A3,1
850000,10,3,1,160,6,68,Terrace,Co. Dublin,Co. Dublin - Dun Laoghaire,ber/D1,3
395000,10,2,1,65,3,22,Apartment,Co. Dublin,Co. Dublin - Malahide,ber/D1,3
795000,3,4,3,240,2,45,Detached,South,Dublin 22,ber/B2,2
650000,11,4,2,124,1,7,Semi-D,South,Dublin 14,ber/E1,2
650000,1,3,1,71,5,21,End of Terrace,South,Dublin 6,ber/D2,2
325000,15,1,1,46,3,8,Apartment,South,Dublin 4,ber/E2,2
1350000,10,3,3,130,2,14,Detached,South,Dublin 18,ber/D1,2
425000,10,3,1,89,2,20,Detached,Co. Dublin,Co. Dublin - Swords,ber/D1,3
529950,2,4,3,119,1,29,Semi-D,Co. Dublin,Co. Dublin - Lucan,ber/B3,3
1495000,14,3,4,195,6,21,Terrace,South,Dublin 6,ber/C1,2
895000,6,5,4,201,5,12,End of Terrace,North,Dublin 3,ber/A2,1
1095000,7,4,3,201,1,12,Semi-D,North,Dublin 3,ber/C2,1
795000,10,3,2,140,6,4,Terrace,Co. Dublin,Co. Dublin - Blackrock,ber/D1,3
475000,8,4,2,121,6,26,Terrace,North,Dublin 9,ber/G,1
